GSID,Name,Type,GradeRange,Enrollment,Gsrating,ParentRating,City,State,DistrictId,District,DistrictNCESID,Address,Phone,fax,Website,ncesid,Lat,Long,OverviewLink,RatingLink,ReviewLink,SchoolStatLink,
2038,Meramec Elementary School,public,PK-5,231,1,4,Saint Louis,MO,458,St. Louis City School District,2929280,"2745 Meramec Street, \nSaint Louis, MO  63118",(314) 353-7145,(314) 353-6783,http://www.slps.org/Domain/1189,292928001975,38.579845,-90.232346,https://www.greatschools.org/missouri/saint-louis/2038-Meramec-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2038-Meramec-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2038-Meramec-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2038-Meramec-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1684,Moline Elementary School,public,K-5,382,3,4,Saint Louis,MO,408,Riverview Gardens School District,2926670,"9865 Winkler Drive, \nSaint Louis, MO  63136",(314) 868-9829,(314) 388-6048,http://molineelem.mo.rge.schoolinsites.com/,292667002701,38.748135,-90.26538,https://www.greatschools.org/missouri/saint-louis/1684-Moline-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1684-Moline-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1684-Moline-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1684-Moline-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
3032,Monroe Elementary School,public,PK-6,353,1,5,Saint Louis,MO,458,St. Louis City School District,2929280,"3641 Missouri Avenue, \nSaint Louis, MO  63118",(314) 776-7315,(314) 776-7339,http://www.slps.org/Domain/1259,292928002790,38.5881,-90.224976,https://www.greatschools.org/missouri/saint-louis/3032-Monroe-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/3032-Monroe-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/3032-Monroe-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/3032-Monroe-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
3183,Msb Elementary School,public,K-8,11,,,Saint Louis,MO,537,Mo School For The Blind School District,2900021,"3815 Magnolia Avenue, \nSaint Louis, MO  63110",(314) 776-4320,,http://www.msb.dese.mo.gov,290002103039,38.608315,-90.24455,https://www.greatschools.org/missouri/saint-louis/3183-Msb-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/3183-Msb-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/3183-Msb-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/3183-Msb-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1981,Mullanphy Botanical Gardens,public,PK-5,432,2,4,Saint Louis,MO,458,St. Louis City School District,2929280,"4221 Shaw Boulevard, \nSaint Louis, MO  63110",(314) 772-0994,(314) 865-3759,,292928000798,38.617146,-90.254524,https://www.greatschools.org/missouri/saint-louis/1981-Mullanphy-Botanical-Gardens/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1981-Mullanphy-Botanical-Gardens/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1981-Mullanphy-Botanical-Gardens/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1981-Mullanphy-Botanical-Gardens/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
6833,Nahed Chapman New American Academy,public,K-8,196,1,,Saint Louis,MO,458,St. Louis City School District,2929280,"1530 South Grand Boulevard, \nSaint Louis, MO  63104",(314) 776-3285,,,292928003276,38.61968,-90.23828,https://www.greatschools.org/missouri/saint-louis/6833-Nahed-Chapman-New-American-Academy/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/6833-Nahed-Chapman-New-American-Academy/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/6833-Nahed-Chapman-New-American-Academy/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/6833-Nahed-Chapman-New-American-Academy/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
6870,Normandy Kindergarten Center,public,K,,,,Saint Louis,MO,334,Normandy School District,2922650,"3101 Nordic Drive, \nSaint Louis, MO  63121",(314) 493-0140,,,292265003269,38.70909,-90.31922,https://www.greatschools.org/missouri/saint-louis/6870-Normandy-Kindergarten-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/6870-Normandy-Kindergarten-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/6870-Normandy-Kindergarten-Center/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/6870-Normandy-Kindergarten-Center/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1020,North Glendale Elementary School,public,K-5,586,6,4,Saint Louis,MO,240,Kirkwood R-Vii School District,2916770,"765 North Sappington Road, \nSaint Louis, MO  63122",(314) 213-6130,(314) 213-6173,http://www.kirkwoodschools.org,291677000924,38.59542,-90.38674,https://www.greatschools.org/missouri/saint-louis/1020-North-Glendale-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1020-North-Glendale-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1020-North-Glendale-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1020-North-Glendale-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2042,Oak Hill Elementary School,public,PK-5,299,3,3,Saint Louis,MO,458,St. Louis City School District,2929280,"4300 Morganford Road, \nSaint Louis, MO  63116",(314) 481-0420,(314) 481-2371,,292928001986,38.589,-90.26409,https://www.greatschools.org/missouri/saint-louis/2042-Oak-Hill-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2042-Oak-Hill-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2042-Oak-Hill-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2042-Oak-Hill-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1217,Oakville Elementary School,public,K-5,441,5,5,Saint Louis,MO,294,Mehlville R-Ix School District,2920670,"2911 Yaeger Road, \nSaint Louis, MO  63129",(314) 467-5800,(314) 467-5899,,292067001116,38.478558,-90.320656,https://www.greatschools.org/missouri/saint-louis/1217-Oakville-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1217-Oakville-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1217-Oakville-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1217-Oakville-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1039,Old Bonhomme Elementary School,public,K-4,378,6,4,Saint Louis,MO,246,Ladue School District,2917820,"9661 Old Bonhomme Road, \nSaint Louis, MO  63132",(314) 993-0656,(314) 994-3987,http://www.ladueschools.net/elementary/index.,,,,,,,,
2073,Peabody Elementary School,public,PK-5,241,1,5,Saint Louis,MO,458,St. Louis City School District,2929280,"1224 South 14th Street, \nSaint Louis, MO  63104",(314) 241-1533,(314) 241-2805,http://www.slps.org/Domain/1218,292928002454,38.616833,-90.20505,https://www.greatschools.org/missouri/saint-louis/2073-Peabody-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2073-Peabody-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2073-Peabody-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2073-Peabody-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1220,Point Elementary School,public,K-5,517,7,5,Saint Louis,MO,294,Mehlville R-Ix School District,2920670,"6790 Telegraph Road, \nSaint Louis, MO  63129",(314) 467-5900,(314) 467-5999,,292067001119,38.44,-90.32089,https://www.greatschools.org/missouri/saint-louis/1220-Point-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1220-Point-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1220-Point-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1220-Point-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1040,Reed Elementary School,public,K-4,421,,5,Saint Louis,MO,246,Ladue School District,2917820,"9060 Ladue Road, \nSaint Louis, MO  63124",(314) 991-1456,(314) 994-3981,http://www.ladueschools.net/elementary/index.php/reed,291782000949,38.652725,-90.3636,https://www.greatschools.org/missouri/saint-louis/1040-Reed-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1040-Reed-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1040-Reed-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1040-Reed-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1225,Rogers Elementary School,public,K-5,404,6,5,Saint Louis,MO,294,Mehlville R-Ix School District,2920670,"7700 Fine Road, \nSaint Louis, MO  63129",(314) 467-6300,(314) 467-6399,,292067002683,38.419624,-90.33658,https://www.greatschools.org/missouri/saint-louis/1225-Rogers-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1225-Rogers-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1225-Rogers-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1225-Rogers-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1501,Ross Elementary School,public,PK-5,433,6,5,Saint Louis,MO,364,Parkway C-2 School District,2923580,"1150 Ross Avenue, \nSaint Louis, MO  63146",(314) 415-6700,(314) 415-6712,http://www.parkwayschools.net,292358001398,38.68006,-90.4579,https://www.greatschools.org/missouri/saint-louis/1501-Ross-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1501-Ross-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1501-Ross-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1501-Ross-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2070,Shaw Visual/Perf. Arts Center,public,PK-5,397,3,4,Saint Louis,MO,458,St. Louis City School District,2929280,"5329 Columbia Avenue, \nSaint Louis, MO  63139",(314) 776-5091,(314) 776-5124,,292928002404,38.611797,-90.27701,https://www.greatschools.org/missouri/saint-louis/2070-Shaw-Visual-Perf.-Arts-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2070-Shaw-Visual-Perf.-Arts-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2070-Shaw-Visual-Perf.-Arts-Center/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2070-Shaw-Visual-Perf.-Arts-Center/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2047,Shenandoah Elementary School,public,PK-6,219,1,5,Saint Louis,MO,458,St. Louis City School District,2929280,"3412 Shenandoah Avenue, \nSaint Louis, MO  63104",(314) 772-7544,(314) 772-8581,http://www.slps.org/Domain/1485,292928001997,38.609074,-90.23674,https://www.greatschools.org/missouri/saint-louis/2047-Shenandoah-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2047-Shenandoah-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2047-Shenandoah-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2047-Shenandoah-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2050,Sigel Elementary Community Ed. Center,public,PK-6,264,2,1,Saint Louis,MO,458,St. Louis City School District,2929280,"2050 Allen Avenue, \nSaint Louis, MO  63104",(314) 771-0010,(314) 771-4527,,292928002000,38.61039,-90.21666,https://www.greatschools.org/missouri/saint-louis/2050-Sigel-Elementary-Community-Ed.-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2050-Sigel-Elementary-Community-Ed.-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2050-Sigel-Elementary-Community-Ed.-Center/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2050-Sigel-Elementary-Community-Ed.-Center/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1691,Southview,public,K-8,88,2,5,Saint Louis,MO,409,Specl. Sch. Dst. St. Louis County School District,2926760,"11660 Eddie And Park Road, \nSaint Louis, MO  63126",(314) 989-8900,(314) 989-8904,,292676001608,38.54332,-90.381454,https://www.greatschools.org/missouri/saint-louis/1691-Southview/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1691-Southview/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1691-Southview/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1691-Southview/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2051,St. Louis Children\'s Hospital,public,K-12,18,,1,Saint Louis,MO,458,St. Louis City School District,2929280,"400 South Kingshighway Boulevard, \nSaint Louis, MO  63110",(314) 454-2470,(314) 454-4560,,292928002005,38.63689,-90.26539,https://www.greatschools.org/missouri/saint-louis/2051-St.-Louis-Children\'s-Hospital/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2051-St.-Louis-Children\'s-Hospital/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2051-St.-Louis-Children\'s-Hospital/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2051-St.-Louis-Children\'s-Hospital/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1986,Stix Early Childhood Center,public,PK-2,504,,5,Saint Louis,MO,458,St. Louis City School District,2929280,"647 Tower Grove Avenue, \nSaint Louis, MO  63110",(314) 533-0874,(314) 533-8262,http://www.slps.org/Domain/1610,292928001590,38.63214,-90.25562,https://www.greatschools.org/missouri/saint-louis/1986-Stix-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1986-Stix-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1986-Stix-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1986-Stix-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1221,Trautwein Elementary School,public,K-5,486,3,5,Saint Louis,MO,294,Mehlville R-Ix School District,2920670,"5011 Ambs Road, \nSaint Louis, MO  63128",(314) 467-6400,(314) 467-6499,,292067001121,38.494392,-90.36847,https://www.greatschools.org/missouri/saint-louis/1221-Trautwein-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1221-Trautwein-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1221-Trautwein-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1221-Trautwein-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
747,Twillman Elementary School,public,PK-5,350,3,4,Saint Louis,MO,194,Hazelwood School District,2913830,"11831 Bellefontaine Road, \nSaint Louis, MO  63138",(314) 953-4850,(314) 953-4863,,291383000636,38.78497,-90.218605,https://www.greatschools.org/missouri/saint-louis/747-Twillman-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/747-Twillman-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/747-Twillman-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/747-Twillman-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2260,W. G. Computer School Elementary,public,K-5,125,7,5,Saint Louis,MO,508,Webster Groves School District,2931530,"701 North Rock Hill Road, \nSaint Louis, MO  63119",(314) 963-6460,(314) 963-6471,,293153002486,38.604733,-90.365685,https://www.greatschools.org/missouri/saint-louis/2260-W.-G.-Computer-School-Elementary/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2260-W.-G.-Computer-School-Elementary/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2260-W.-G.-Computer-School-Elementary/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2260-W.-G.-Computer-School-Elementary/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2058,Walbridge Elementary Community Ed.,public,PK-6,226,1,,Saint Louis,MO,458,St. Louis City School District,2929280,"5000 Davison Avenue, \nSaint Louis, MO  63120",(314) 383-1829,(314) 383-2292,,292928002015,38.69358,-90.25093,https://www.greatschools.org/missouri/saint-louis/2058-Walbridge-Elementary-Community-Ed./?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2058-Walbridge-Elementary-Community-Ed./?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2058-Walbridge-Elementary-Community-Ed./?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2058-Walbridge-Elementary-Community-Ed./?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
587,Walnut Grove Elementary School,public,K-6,463,2,4,Saint Louis,MO,152,Ferguson-Florissant R-Ii School District,2912010,"1248 North Florissant Road, \nSaint Louis, MO  63135",(314) 524-8922,(314) 524-3052,,291201000477,38.76577,-90.31199,https://www.greatschools.org/missouri/saint-louis/587-Walnut-Grove-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/587-Walnut-Grove-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/587-Walnut-Grove-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/587-Walnut-Grove-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1349,Washington Elementary School,public,1-6,274,2,3,Saint Louis,MO,334,Normandy School District,2922650,"1730 North Hanley Road, \nSaint Louis, MO  63114",(314) 493-0810,(314) 493-0820,http://www.normandysd.org,292265001249,38.684586,-90.32774,https://www.greatschools.org/missouri/saint-louis/1349-Washington-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1349-Washington-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1349-Washington-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1349-Washington-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2079,Washington Montessori,public,PK-5,405,2,4,Saint Louis,MO,458,St. Louis City School District,2929280,"1130 North Euclid Avenue, \nSaint Louis, MO  63113",(314) 361-0432,(314) 361-2760,,292928002572,38.656925,-90.25854,https://www.greatschools.org/missouri/saint-louis/2079-Washington-Montessori/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2079-Washington-Montessori/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2079-Washington-Montessori/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2079-Washington-Montessori/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2083,Wilkinson Early Childhood Center,public,PK-2,241,,5,Saint Louis,MO,458,St. Louis City School District,2929280,"1921 Prather Avenue, \nSaint Louis, MO  63139",(314) 645-1202,(314) 645-2618,http://www.slps.org/Domain/1741,292928002646,38.621914,-90.30455,https://www.greatschools.org/missouri/saint-louis/2083-Wilkinson-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2083-Wilkinson-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2083-Wilkinson-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2083-Wilkinson-Early-Childhood-Center/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1527,Willow Brook Elementary School,public,PK-5,447,7,5,Saint Louis,MO,367,Pattonville R-Iii School District,2923700,"11022 Schuetz Road, \nSaint Louis, MO  63146",(314) 213-8018,(314) 213-8618,,292370001423,38.683884,-90.409424,https://www.greatschools.org/missouri/saint-louis/1527-Willow-Brook-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1527-Willow-Brook-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1527-Willow-Brook-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1527-Willow-Brook-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
3005,Woerner Elementary School,public,PK-5,404,2,4,Saint Louis,MO,458,St. Louis City School District,2929280,"6131 Leona Street, \nSaint Louis, MO  63116",(314) 481-8585,(314) 351-2272,http://www.slps.org/Domain/1789,292928002829,38.569473,-90.268974,https://www.greatschools.org/missouri/saint-louis/3005-Woerner-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/3005-Woerner-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/3005-Woerner-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/3005-Woerner-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
1223,Wohlwend Elementary School,public,K-5,425,4,5,Saint Louis,MO,294,Mehlville R-Ix School District,2920670,"5966 Telegraph Road, \nSaint Louis, MO  63129",(314) 467-6500,(314) 467-6599,,292067001124,38.459507,-90.30453,https://www.greatschools.org/missouri/saint-louis/1223-Wohlwend-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1223-Wohlwend-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/1223-Wohlwend-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/1223-Wohlwend-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school><school>
2063,Woodward Elementary School,public,PK-5,319,1,3,Saint Louis,MO,458,St. Louis City School District,2929280,"725 Bellerive Boulevard, \nSaint Louis, MO  63111",(314) 353-1346,(314) 353-5768,,292928002026,38.565735,-90.25004,https://www.greatschools.org/missouri/saint-louis/2063-Woodward-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2063-Woodward-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,https://www.greatschools.org/missouri/saint-louis/2063-Woodward-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral#Reviews,https://www.greatschools.org/missouri/saint-louis/2063-Woodward-Elementary-School/?utm_source=GSAPI&amp;utm_medium=referral,</school></schools>'
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,</enrollment><parentRating>4,,,,,,,,,,,,,,,,,,,,,,
